A,f,f,e,n
0.0
5.957;553.0;156.0
5.994;556.0;158.0
6.029;556.0;158.0
6.063;558.0;158.0
6.11;558.0;154.0
6.143;556.0;158.0
6.177;556.0;162.0
6.217;557.0;164.0
6.258;558.0;162.0
6.301;554.0;160.0
6.34;549.0;153.0
6.38;545.0;155.0
6.414;542.0;159.0
6.45;540.0;161.0
6.483;541.0;156.0
6.52;543.0;156.0
6.554;547.0;155.0
6.587;547.0;153.0
6.62;545.0;154.0
6.659;539.0;156.0
6.693;530.0;163.0
6.727;529.0;167.0
6.778;527.0;162.0
6.813;529.0;162.0
6.849;532.0;156.0
6.885;532.0;160.0
6.919;530.0;162.0
6.952;530.0;160.0
6.987;532.0;157.0
7.019;534.0;157.0
7.055;537.0;157.0
7.089;541.0;155.0
7.131;548.0;162.0
7.167;547.0;162.0
7.199;539.0;160.0
7.237;536.0;158.0
7.269;539.0;158.0
7.302;541.0;154.0
7.337;536.0;153.0
7.369;538.0;159.0
7.41;539.0;166.0
7.442;542.0;159.0
7.475;542.0;155.0
7.509;542.0;155.0
7.544;544.0;158.0
7.578;551.0;160.0
7.61;550.0;156.0
7.641;545.0;155.0
7.674;536.0;159.0
7.708;527.0;163.0
7.742;525.0;157.0
7.774;524.0;152.0
7.812;524.0;150.0
7.851;527.0;157.0
7.887;529.0;159.0
7.923;531.0;155.0
7.957;534.0;158.0
7.991;529.0;158.0
8.024;525.0;153.0
8.06;526.0;155.0
8.093;534.0;156.0
8.13;535.0;154.0
8.171;543.0;155.0
8.208;542.0;157.0
8.237;537.0;157.0
8.283;540.0;156.0
8.318;544.0;157.0
8.353;543.0;164.0
8.39;540.0;163.0
8.43;540.0;158.0
8.471;538.0;160.0
8.506;538.0;158.0
8.539;550.0;159.0
8.594;556.0;156.0
8.637;555.0;156.0
8.667;552.0;157.0
8.704;548.0;158.0
8.748;542.0;152.0
8.777;542.0;154.0
8.809;542.0;158.0
8.846;544.0;155.0
8.878;548.0;161.0
8.91;549.0;159.0
8.944;546.0;157.0
8.978;546.0;156.0
9.011;546.0;162.0
9.049;546.0;166.0
9.081;545.0;167.0
9.113;549.0;163.0
9.153;547.0;156.0
9.183;545.0;153.0
9.217;551.0;156.0
9.252;555.0;164.0
9.282;554.0;165.0
9.314;555.0;160.0
9.347;555.0;155.0
9.38;549.0;156.0
9.413;546.0;157.0
9.454;545.0;163.0
9.487;546.0;161.0
9.525;543.0;156.0
9.56;537.0;158.0
9.597;534.0;156.0
9.633;536.0;156.0
9.673;536.0;157.0
9.713;538.0;159.0
9.746;542.0;156.0
9.779;543.0;155.0
9.812;538.0;162.0
9.843;537.0;166.0
9.879;537.0;159.0
9.913;539.0;154.0
9.949;544.0;155.0
9.983;541.0;160.0
10.019;539.0;157.0
10.051;539.0;153.0
10.086;540.0;154.0
10.124;541.0;157.0
10.164;539.0;157.0
10.212;533.0;158.0
10.327;537.0;153.0
10.37;534.0;153.0
10.411;536.0;154.0
10.449;536.0;150.0
10.492;535.0;158.0
10.53;534.0;164.0
10.562;536.0;163.0
10.593;537.0;156.0
10.624;537.0;155.0
10.667;539.0;155.0
10.701;545.0;167.0
10.734;552.0;162.0
10.771;549.0;161.0
10.805;542.0;162.0
10.839;538.0;161.0
10.871;539.0;154.0
10.904;539.0;158.0
10.94;541.0;152.0
10.971;547.0;153.0
11.007;554.0;162.0
11.034;559.0;158.0
11.074;558.0;153.0
11.113;557.0;156.0
11.147;554.0;155.0
11.181;551.0;155.0
11.213;546.0;165.0
11.242;548.0;160.0
11.273;548.0;160.0
11.31;544.0;162.0
11.342;539.0;162.0
11.378;534.0;158.0
11.413;535.0;161.0
11.447;544.0;166.0
11.481;549.0;159.0
11.52;553.0;155.0
11.557;557.0;155.0
11.591;557.0;162.0
11.624;554.0;152.0
11.657;547.0;156.0
11.691;540.0;161.0
11.731;532.0;164.0
11.764;533.0;163.0
11.798;533.0;158.0
11.834;537.0;155.0
11.87;543.0;156.0
11.905;551.0;156.0
11.943;556.0;160.0
11.973;555.0;164.0
12.02;551.0;155.0
12.055;547.0;155.0
12.093;544.0;159.0
12.13;533.0;160.0
12.161;526.0;161.0
12.197;524.0;153.0
12.23;522.0;155.0
12.277;523.0;159.0
12.312;525.0;155.0
12.342;531.0;161.0
12.376;536.0;156.0
12.409;541.0;159.0
12.447;543.0;158.0
12.478;542.0;154.0
12.516;543.0;161.0
12.56;542.0;156.0
12.602;546.0;151.0
12.637;546.0;155.0
12.671;545.0;158.0
12.71;544.0;155.0
12.749;543.0;154.0
12.778;540.0;156.0
12.811;541.0;155.0
12.84;538.0;157.0
12.889;529.0;159.0
12.924;523.0;163.0
12.957;524.0;161.0
12.99;528.0;160.0
13.024;531.0;161.0
13.057;528.0;160.0
13.089;528.0;159.0
13.122;528.0;164.0
13.153;529.0;156.0
13.184;537.0;155.0
13.222;538.0;154.0
13.258;537.0;153.0
13.29;532.0;156.0
13.324;531.0;159.0
13.357;526.0;160.0
13.392;524.0;158.0
13.424;525.0;156.0
13.46;527.0;154.0
13.494;527.0;161.0
13.532;528.0;161.0
13.564;529.0;158.0
13.606;526.0;167.0
13.637;521.0;168.0
13.67;520.0;159.0
13.709;526.0;154.0
13.743;531.0;154.0
13.778;535.0;161.0
13.816;538.0;163.0
13.847;536.0;158.0
13.881;533.0;155.0
13.918;534.0;159.0
13.952;540.0;161.0
13.981;541.0;157.0
14.017;541.0;157.0
14.047;541.0;159.0
14.079;539.0;163.0
14.11;542.0;164.0
14.143;542.0;157.0
14.174;543.0;147.0
14.211;545.0;157.0
14.249;542.0;160.0
14.288;546.0;158.0
14.325;544.0;156.0
14.359;542.0;160.0
14.387;540.0;162.0
14.423;540.0;157.0
14.453;541.0;150.0
14.491;545.0;153.0
14.526;543.0;161.0
14.558;538.0;161.0
14.6;535.0;156.0
14.643;540.0;157.0
14.684;544.0;158.0
14.72;548.0;152.0
14.758;554.0;160.0
14.788;555.0;162.0
14.823;556.0;158.0
14.861;557.0;155.0
14.895;555.0;156.0
14.928;548.0;158.0
14.963;541.0;157.0
14.998;538.0;156.0
15.03;540.0;156.0
15.064;544.0;156.0
15.101;549.0;161.0
15.133;546.0;159.0
15.168;540.0;153.0
15.206;538.0;158.0
15.237;541.0;165.0
15.271;540.0;160.0
15.309;538.0;160.0
15.347;539.0;164.0
15.38;541.0;159.0
15.414;536.0;154.0
15.451;534.0;154.0
15.487;533.0;154.0
15.521;530.0;160.0
15.554;528.0;159.0
15.591;528.0;150.0
15.637;530.0;154.0
15.699;526.0;154.0
15.73;527.0;157.0
15.766;530.0;163.0
15.801;535.0;161.0
15.837;540.0;154.0
15.868;542.0;163.0
15.903;540.0;169.0
15.938;536.0;166.0
15.969;539.0;161.0
16.001;540.0;159.0
16.033;541.0;155.0
16.065;540.0;151.0
16.102;538.0;155.0
16.136;535.0;159.0
16.171;530.0;152.0
16.203;528.0;155.0
16.233;530.0;162.0
16.268;530.0;158.0
16.306;532.0;162.0
16.34;531.0;166.0
16.374;528.0;164.0
16.417;531.0;157.0
16.45;534.0;159.0
16.483;532.0;160.0
16.517;535.0;158.0
16.549;538.0;152.0
16.584;537.0;154.0
16.619;534.0;161.0
16.66;540.0;164.0
16.712;549.0;149.0
16.749;549.0;159.0
16.785;545.0;167.0
16.818;538.0;154.0
16.851;538.0;154.0
16.883;537.0;158.0
16.921;537.0;159.0
16.954;539.0;155.0
16.988;549.0;157.0
17.022;557.0;157.0
17.053;563.0;152.0
17.085;562.0;155.0
17.12;561.0;161.0
17.153;558.0;154.0
17.189;556.0;150.0
17.223;556.0;160.0
17.258;552.0;159.0
17.29;549.0;152.0
17.327;550.0;155.0
17.359;552.0;160.0
17.39;553.0;161.0
17.43;550.0;161.0
17.472;547.0;161.0
17.513;546.0;162.0
17.548;543.0;152.0
17.583;544.0;157.0
17.621;545.0;164.0
17.667;542.0;162.0
17.718;539.0;154.0
17.751;541.0;157.0
17.791;541.0;158.0
17.842;544.0;156.0
17.887;546.0;157.0
17.924;548.0;157.0
17.969;549.0;160.0
18.009;546.0;155.0
18.049;540.0;158.0
18.078;538.0;161.0
18.119;539.0;162.0
18.157;547.0;164.0
18.196;551.0;165.0
18.231;549.0;158.0
18.27;550.0;157.0
18.316;550.0;163.0
18.36;547.0;161.0
18.393;542.0;165.0
18.437;542.0;157.0
18.477;537.0;153.0
18.519;533.0;157.0
18.557;528.0;160.0
18.591;524.0;163.0
18.637;524.0;161.0
18.674;523.0;158.0
18.713;516.0;154.0
18.754;515.0;158.0
18.799;521.0;159.0
18.837;535.0;157.0
18.877;542.0;159.0
18.915;541.0;161.0
18.957;538.0;160.0
18.993;534.0;152.0
19.031;528.0;156.0
19.067;526.0;161.0
19.102;530.0;156.0
19.142;531.0;153.0
19.173;529.0;160.0
19.219;530.0;158.0
19.251;524.0;155.0
19.291;519.0;155.0
19.331;518.0;158.0
19.38;530.0;160.0
19.419;535.0;157.0
19.462;538.0;157.0
19.502;535.0;156.0
19.545;533.0;153.0
19.586;536.0;151.0
19.628;540.0;154.0
19.665;541.0;157.0
19.7;540.0;157.0
19.731;541.0;158.0
19.786;539.0;163.0
19.828;539.0;165.0
19.869;552.0;166.0
19.913;549.0;156.0
19.951;536.0;155.0
19.993;532.0;155.0
20.027;535.0;157.0
20.069;538.0;157.0
20.123;534.0;154.0
20.164;536.0;155.0
20.204;548.0;157.0
20.238;551.0;157.0
20.281;545.0;159.0
20.321;538.0;167.0
20.367;539.0;157.0
20.41;546.0;159.0
20.442;553.0;163.0
20.481;557.0;162.0
20.53;551.0;163.0
20.567;543.0;157.0
20.611;541.0;158.0
20.653;541.0;153.0
20.689;543.0;157.0
20.728;545.0;162.0
20.774;549.0;162.0
20.822;552.0;157.0
20.873;557.0;160.0
20.921;546.0;164.0
20.959;543.0;161.0
20.999;542.0;158.0
21.034;543.0;157.0
21.079;543.0;156.0
21.121;543.0;154.0
21.159;544.0;155.0
21.197;544.0;162.0
21.237;537.0;160.0
21.272;536.0;162.0
21.312;535.0;158.0
21.348;544.0;157.0
21.391;545.0;156.0
21.593;531.0;158.0
